Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
My Patients - Add Schedule,Chrome 72.0.3626.109,,2019-02-20 10:24:43,2019-02-20 10:25:36,"53,160s",FAILED
,,,,,,
Test Cases/My Patients - AddSchedule/Create Schedule,Chrome 72.0.3626.109,,2019-02-20 10:24:43,2019-02-20 10:25:35,"51,375s",FAILED
"callTestCase(findTestCase(""Login/Verify Successful Login""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.109,,2019-02-20 10:24:44,2019-02-20 10:25:01,"16,403s",PASSED
waitForPageLoad(60),Chrome 72.0.3626.109,,2019-02-20 10:25:01,2019-02-20 10:25:01,"0,020s",PASSED
maximizeWindow(),Chrome 72.0.3626.109,,2019-02-20 10:25:01,2019-02-20 10:25:01,"0,019s",PASSED
waitForPageLoad(60),Chrome 72.0.3626.109,,2019-02-20 10:25:01,2019-02-20 10:25:01,"0,028s",PASSED
delay(3),Chrome 72.0.3626.109,,2019-02-20 10:25:01,2019-02-20 10:25:04,"3,019s",PASSED
"waitForElementPresent(findTestObject(""ClientPage/HomeLink""), 100)",Chrome 72.0.3626.109,,2019-02-20 10:25:04,2019-02-20 10:25:04,"0,060s",PASSED
"click(findTestObject(""ClientPage/HomeLink""))",Chrome 72.0.3626.109,,2019-02-20 10:25:04,2019-02-20 10:25:05,"1,324s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 10:25:05,2019-02-20 10:25:07,"2,004s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.109,,2019-02-20 10:25:07,2019-02-20 10:25:07,"0,019s",PASSED
"waitForElementPresent(findTestObject(""HomePage/RequestTab""), 50)",Chrome 72.0.3626.109,,2019-02-20 10:25:07,2019-02-20 10:25:07,"0,069s",PASSED
"click(findTestObject(""HomePage/RequestTab""))",Chrome 72.0.3626.109,,2019-02-20 10:25:07,2019-02-20 10:25:08,"0,248s",PASSED
delay(2),Chrome 72.0.3626.109,,2019-02-20 10:25:08,2019-02-20 10:25:10,"2,004s",PASSED
