Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression BackOffice,Chrome 72.0.3626.121,,2019-03-14 20:16:42,2019-03-14 20:17:48,"1m - 5,783s",FAILED
,,,,,,
Test Cases/Regression BackOffice (All Browsers)/CLNK-23445 - Back office Caregiver HR Details,Chrome 72.0.3626.121,"Summary: Back office Caregiver HR Details
Description: ",2019-03-14 20:16:43,2019-03-14 20:17:47,"1m - 4,449s",FAILED
"callTestCase(findTestCase(""Regression BackOffice (All Browsers)/CLNK-23439 - Clink - Back office Client""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-03-14 20:16:45,2019-03-14 20:17:09,"23,787s",PASSED
waitForPageLoad(60),Chrome 72.0.3626.121,,2019-03-14 20:17:09,2019-03-14 20:17:09,"0,033s",PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-14 20:17:09,2019-03-14 20:17:12,"3,018s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameLeft""), 30)",Chrome 72.0.3626.121,,2019-03-14 20:17:12,2019-03-14 20:17:12,"0,085s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-23441/Caregiver  HRLink""), 100)",Chrome 72.0.3626.121,,2019-03-14 20:17:12,2019-03-14 20:17:12,"0,092s",PASSED
"click(findTestObject(""Regression BackOffice/CLNK-23441/Caregiver  HRLink""))",Chrome 72.0.3626.121,,2019-03-14 20:17:12,2019-03-14 20:17:12,"0,375s",PASSED
delay(2),Chrome 72.0.3626.121,,2019-03-14 20:17:12,2019-03-14 20:17:14,"2,010s",PASSED
waitForPageLoad(50),Chrome 72.0.3626.121,,2019-03-14 20:17:14,2019-03-14 20:17:14,"0,055s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-23445/CaregiverHRDetails""), 50)",Chrome 72.0.3626.121,,2019-03-14 20:17:14,2019-03-14 20:17:15,"0,075s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-23445/CaregiverHRDetails""))",Chrome 72.0.3626.121,,2019-03-14 20:17:15,2019-03-14 20:17:16,"1,676s",PASSED
delay(2),Chrome 72.0.3626.121,,2019-03-14 20:17:16,2019-03-14 20:17:18,"2,008s",PASSED
switchToDefaultContent(),Chrome 72.0.3626.121,,2019-03-14 20:17:18,2019-03-14 20:17:18,"0,051s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameMain""), 30)",Chrome 72.0.3626.121,,2019-03-14 20:17:18,2019-03-14 20:17:18,"0,154s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-10235/FirstNameSearch""), 50)",Chrome 72.0.3626.121,,2019-03-14 20:17:18,2019-03-14 20:17:19,"0,087s",PASSED
"setText(findTestObject(""Regression BackOffice/CLNK-10235/FirstNameSearch""), G_23444_CaregiverName)",Chrome 72.0.3626.121,,2019-03-14 20:17:19,2019-03-14 20:17:19,"0,311s",PASSED
delay(2),Chrome 72.0.3626.121,,2019-03-14 20:17:19,2019-03-14 20:17:21,"2,006s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-23441/Last NameHR""), 50)",Chrome 72.0.3626.121,,2019-03-14 20:17:21,2019-03-14 20:17:21,"0,110s",PASSED
"setText(findTestObject(""Regression BackOffice/CLNK-23441/Last NameHR""), G_23444_CaregiverLast)",Chrome 72.0.3626.121,,2019-03-14 20:17:21,2019-03-14 20:17:21,"0,270s",PASSED
delay(2),Chrome 72.0.3626.121,,2019-03-14 20:17:21,2019-03-14 20:17:23,"2,006s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-23441/CaregiverSearchButton""), 50)",Chrome 72.0.3626.121,,2019-03-14 20:17:23,2019-03-14 20:17:23,"0,070s",PASSED
"click(findTestObject(""Regression BackOffice/CLNK-23441/CaregiverSearchButton""), STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-03-14 20:17:23,2019-03-14 20:17:24,"1,027s",PASSED
delay(2),Chrome 72.0.3626.121,,2019-03-14 20:17:24,2019-03-14 20:17:26,"2,006s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-23442/ClientLink""), 50)",Chrome 72.0.3626.121,,2019-03-14 20:17:26,2019-03-14 20:17:26,"0,079s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-23442/ClientLink""), STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-03-14 20:17:26,2019-03-14 20:17:29,"2,824s",PASSED
delay(2),Chrome 72.0.3626.121,,2019-03-14 20:17:29,2019-03-14 20:17:31,"2,008s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-23445/Middle Initial""), 50)",Chrome 72.0.3626.121,,2019-03-14 20:17:31,2019-03-14 20:17:31,"0,063s",PASSED
"setText(findTestObject(""Regression BackOffice/CLINK-23445/Middle Initial""), ""M"")",Chrome 72.0.3626.121,,2019-03-14 20:17:31,2019-03-14 20:17:32,"0,283s",PASSED
delay(2),Chrome 72.0.3626.121,,2019-03-14 20:17:32,2019-03-14 20:17:34,"2,008s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-23445/Mail Address""), 50)",Chrome 72.0.3626.121,,2019-03-14 20:17:34,2019-03-14 20:17:34,"0,060s",PASSED
"setText(findTestObject(""Regression BackOffice/CLINK-23445/Mail Address""), ""isaac@gmail.com"")",Chrome 72.0.3626.121,,2019-03-14 20:17:34,2019-03-14 20:17:34,"0,544s",PASSED
delay(2),Chrome 72.0.3626.121,,2019-03-14 20:17:34,2019-03-14 20:17:36,"2,008s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-23445/SameasAddress""), 50)",Chrome 72.0.3626.121,,2019-03-14 20:17:36,2019-03-14 20:17:36,"0,055s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-23445/SameasAddress""), STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-03-14 20:17:36,2019-03-14 20:17:37,"0,291s",PASSED
delay(2),Chrome 72.0.3626.121,,2019-03-14 20:17:37,2019-03-14 20:17:39,"2,008s",PASSED
"scrollToElement(findTestObject(""Regression BackOffice/CLINK-23445/Race""), 50)",Chrome 72.0.3626.121,,2019-03-14 20:17:39,2019-03-14 20:17:39,"0,132s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-23445/Race""), STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-03-14 20:17:39,2019-03-14 20:17:39,"0,523s",PASSED
"sendKeys(findTestObject(""Regression BackOffice/CLINK-23445/Race""), Keys.chord(ARROW_UP, ARROW_UP, ENTER))",Chrome 72.0.3626.121,,2019-03-14 20:17:39,2019-03-14 20:17:39,"0,200s",PASSED
delay(2),Chrome 72.0.3626.121,,2019-03-14 20:17:39,2019-03-14 20:17:41,"2,007s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-23445/Sex""), 50)",Chrome 72.0.3626.121,,2019-03-14 20:17:41,2019-03-14 20:17:42,"0,090s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-23445/Sex""), STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-03-14 20:17:42,2019-03-14 20:17:42,"0,254s",PASSED
delay(3),Chrome 72.0.3626.121,,2019-03-14 20:17:42,2019-03-14 20:17:45,"3,006s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-23445/Date Of Hire""), 50)",Chrome 72.0.3626.121,,2019-03-14 20:17:45,2019-03-14 20:17:45,"0,149s",FAILED
