Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression FrontEnd,Chrome 75.0.3770.142,,2019-07-29 13:20:14,2019-07-29 13:28:24,"8m - 9,507s",PASSED
,,,,,,
Test Cases/Regression BackOffice (All Browsers)/CLNK-23449 - Quick Intake Wizard,Chrome 75.0.3770.142,"Summary: Back office  Quick Intake Wizard (Automation MK)
Description: ",2019-07-29 13:20:14,2019-07-29 13:23:19,"3m - 4,879s",PASSED
"callTestCase(findTestCase(""Regression BackOffice (All Browsers)/CLNK-23439 - Clink - Back office Client""), [:], STOP_ON_FAILURE)",Chrome 75.0.3770.142,,2019-07-29 13:20:15,2019-07-29 13:20:39,"23,855s",PASSED
waitForPageLoad(60),Chrome 75.0.3770.142,,2019-07-29 13:20:39,2019-07-29 13:20:39,"0,024s",PASSED
delay(3),Chrome 75.0.3770.142,,2019-07-29 13:20:39,2019-07-29 13:20:42,"3,016s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameLeft""), 30)",Chrome 75.0.3770.142,,2019-07-29 13:20:42,2019-07-29 13:20:42,"0,046s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-23449/ClienIntakeICon""), 100)",Chrome 75.0.3770.142,,2019-07-29 13:20:42,2019-07-29 13:20:42,"0,033s",PASSED
"click(findTestObject(""Regression BackOffice/CLNK-23449/ClienIntakeICon""))",Chrome 75.0.3770.142,,2019-07-29 13:20:42,2019-07-29 13:20:42,"0,116s",PASSED
delay(2),Chrome 75.0.3770.142,,2019-07-29 13:20:42,2019-07-29 13:20:44,"2,011s",PASSED
waitForPageLoad(50),Chrome 75.0.3770.142,,2019-07-29 13:20:44,2019-07-29 13:20:44,"0,017s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-23449/Quick Intake Wizard Link""), 50)",Chrome 75.0.3770.142,,2019-07-29 13:20:44,2019-07-29 13:20:44,"0,030s",PASSED
"click(findTestObject(""Regression BackOffice/CLNK-23449/Quick Intake Wizard Link""))",Chrome 75.0.3770.142,,2019-07-29 13:20:44,2019-07-29 13:20:47,"2,505s",PASSED
delay(2),Chrome 75.0.3770.142,,2019-07-29 13:20:47,2019-07-29 13:20:49,"2,014s",PASSED
switchToDefaultContent(),Chrome 75.0.3770.142,,2019-07-29 13:20:49,2019-07-29 13:20:49,"0,026s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameMain""), 30)",Chrome 75.0.3770.142,,2019-07-29 13:20:49,2019-07-29 13:20:49,"0,052s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-23449/New Referral Button""), 50)",Chrome 75.0.3770.142,,2019-07-29 13:20:49,2019-07-29 13:20:49,"0,029s",PASSED
"click(findTestObject(""Regression BackOffice/CLNK-23449/New Referral Button""))",Chrome 75.0.3770.142,,2019-07-29 13:20:49,2019-07-29 13:20:49,"0,167s",PASSED
waitForPageLoad(50),Chrome 75.0.3770.142,,2019-07-29 13:20:49,2019-07-29 13:20:49,"0,021s",PASSED
delay(2),Chrome 75.0.3770.142,,2019-07-29 13:20:49,2019-07-29 13:20:51,"2,018s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-23449/ReferralType""), 50)",Chrome 75.0.3770.142,,2019-07-29 13:20:51,2019-07-29 13:20:51,"0,031s",PASSED
