Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
POC,Chrome 75.0.3770.142,,2019-07-31 12:59:31,2019-07-31 13:08:00,"8m - 29,035s",PASSED
,,,,,,
Test Cases/Regression Clinical Edge (All Browsers)/CLNK-28946 - CE - Add diagnosis,Chrome 75.0.3770.142,"Summary: CE - Add diagnosis
Description: ",2019-07-31 12:59:32,2019-07-31 13:00:56,"1m - 24,663s",PASSED
"callTestCase(findTestCase(""Regression Clinical Edge (All Browsers)/CLNK-23349 - ContinuLink - Login""), [:], STOP_ON_FAILURE)",Chrome 75.0.3770.142,,2019-07-31 12:59:32,2019-07-31 12:59:53,"20,465s",PASSED
waitForPageLoad(60),Chrome 75.0.3770.142,,2019-07-31 12:59:53,2019-07-31 12:59:53,"0,023s",PASSED
maximizeWindow(),Chrome 75.0.3770.142,,2019-07-31 12:59:53,2019-07-31 12:59:53,"0,019s",PASSED
waitForPageLoad(60),Chrome 75.0.3770.142,,2019-07-31 12:59:53,2019-07-31 12:59:53,"0,023s",PASSED
delay(2),Chrome 75.0.3770.142,,2019-07-31 12:59:53,2019-07-31 12:59:55,"2,011s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/ClientPage/HomeLink""), 100)",Chrome 75.0.3770.142,,2019-07-31 12:59:55,2019-07-31 12:59:55,"0,056s",PASSED
"click(findTestObject(""Regression Clinical Edge/ClientPage/HomeLink""))",Chrome 75.0.3770.142,,2019-07-31 12:59:55,2019-07-31 12:59:56,"0,589s",PASSED
delay(5),Chrome 75.0.3770.142,,2019-07-31 12:59:56,2019-07-31 13:00:01,"5,015s",PASSED
waitForPageLoad(50),Chrome 75.0.3770.142,,2019-07-31 13:00:01,2019-07-31 13:00:01,"0,025s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/HomePage/RequestTab""), 50)",Chrome 75.0.3770.142,,2019-07-31 13:00:01,2019-07-31 13:00:01,"0,035s",PASSED
"click(findTestObject(""Regression Clinical Edge/HomePage/RequestTab""))",Chrome 75.0.3770.142,,2019-07-31 13:00:01,2019-07-31 13:00:01,"0,078s",PASSED
delay(5),Chrome 75.0.3770.142,,2019-07-31 13:00:01,2019-07-31 13:00:06,"5,018s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/HomePage/SearchText""), 50)",Chrome 75.0.3770.142,,2019-07-31 13:00:06,2019-07-31 13:00:06,"0,053s",PASSED
"setText(findTestObject(""Regression Clinical Edge/HomePage/SearchText""), G_ClientLastName)",Chrome 75.0.3770.142,,2019-07-31 13:00:06,2019-07-31 13:00:06,"0,305s",PASSED
delay(6),Chrome 75.0.3770.142,,2019-07-31 13:00:06,2019-07-31 13:00:12,"6,017s",PASSED
"scrollToElement(findTestObject(""Regression Clinical Edge/CLINK-23314/a_Khur Heather (535592)""), 60)",Chrome 75.0.3770.142,,2019-07-31 13:00:12,2019-07-31 13:00:12,"0,047s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/CLINK-23314/a_Khur Heather (535592)""), 60)",Chrome 75.0.3770.142,,2019-07-31 13:00:12,2019-07-31 13:00:12,"0,034s",PASSED
"click(findTestObject(""Regression Clinical Edge/CLINK-23314/a_Khur Heather (535592)""))",Chrome 75.0.3770.142,,2019-07-31 13:00:12,2019-07-31 13:00:14,"1,735s",PASSED
delay(5),Chrome 75.0.3770.142,,2019-07-31 13:00:14,2019-07-31 13:00:19,"5,011s",PASSED
waitForPageLoad(50),Chrome 75.0.3770.142,,2019-07-31 13:00:19,2019-07-31 13:00:19,"0,021s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/HomePage/ClientLink""), 100)",Chrome 75.0.3770.142,,2019-07-31 13:00:19,2019-07-31 13:00:19,"0,029s",PASSED
"click(findTestObject(""Regression Clinical Edge/HomePage/ClientLink""))",Chrome 75.0.3770.142,,2019-07-31 13:00:19,2019-07-31 13:00:20,"1,099s",PASSED
delay(2),Chrome 75.0.3770.142,,2019-07-31 13:00:20,2019-07-31 13:00:22,"2,012s",PASSED
waitForPageLoad(50),Chrome 75.0.3770.142,,2019-07-31 13:00:22,2019-07-31 13:00:22,"0,027s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/CLINK-23509/Diagnosis/AddDiagnosis""), 50)",Chrome 75.0.3770.142,,2019-07-31 13:00:22,2019-07-31 13:00:22,"0,047s",PASSED
"click(findTestObject(""Regression Clinical Edge/CLINK-23509/Diagnosis/AddDiagnosis""))",Chrome 75.0.3770.142,,2019-07-31 13:00:22,2019-07-31 13:00:22,"0,100s",PASSED
delay(2),Chrome 75.0.3770.142,,2019-07-31 13:00:22,2019-07-31 13:00:24,"2,014s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/CLINK-23509/Diagnosis/a_Diagnosis""), 50)",Chrome 75.0.3770.142,,2019-07-31 13:00:24,2019-07-31 13:00:24,"0,042s",PASSED
"click(findTestObject(""Regression Clinical Edge/CLINK-23509/Diagnosis/a_Diagnosis""))",Chrome 75.0.3770.142,,2019-07-31 13:00:24,2019-07-31 13:00:25,"0,156s",PASSED
delay(2),Chrome 75.0.3770.142,,2019-07-31 13:00:25,2019-07-31 13:00:27,"2,013s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/CLINK-23509/Diagnosis/DiagnosisSearch""), 50)",Chrome 75.0.3770.142,,2019-07-31 13:00:27,2019-07-31 13:00:27,"0,056s",PASSED
"click(findTestObject(""Regression Clinical Edge/CLINK-23509/Diagnosis/DiagnosisSearch""))",Chrome 75.0.3770.142,,2019-07-31 13:00:27,2019-07-31 13:00:27,"0,172s",PASSED
delay(2),Chrome 75.0.3770.142,,2019-07-31 13:00:27,2019-07-31 13:00:29,"2,013s",PASSED
