Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression FrontEnd,Chrome 73.0.3683.103,,2019-05-02 11:41:20,2019-05-02 11:44:41,"3m - 21,378s",PASSED
,,,,,,
Test Cases/Regression Clinical Edge (All Browsers)/CLNK-23497 - CLINICAL EDGE - Start Of Care,Chrome 73.0.3683.103,"Summary: CLINICAL EDGE - Start Of Care
Description: ",2019-05-02 11:41:21,2019-05-02 11:42:34,"1m - 13,544s",PASSED
"callTestCase(findTestCase(""Regression Clinical Edge (All Browsers)/CLNK-23349 - ContinuLink - Login""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-05-02 11:41:23,2019-05-02 11:41:49,"26,401s",PASSED
waitForPageLoad(60),Chrome 73.0.3683.103,,2019-05-02 11:41:49,2019-05-02 11:41:50,"0,191s",PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-05-02 11:41:50,2019-05-02 11:41:50,"0,046s",PASSED
waitForPageLoad(60),Chrome 73.0.3683.103,,2019-05-02 11:41:50,2019-05-02 11:41:50,"0,062s",PASSED
delay(8),Chrome 73.0.3683.103,,2019-05-02 11:41:50,2019-05-02 11:41:58,"8,011s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/CLNK-23497/button_Close""), 100)",Chrome 73.0.3683.103,,2019-05-02 11:41:58,2019-05-02 11:41:58,"0,017s",NOT_RUN
"click(findTestObject(""Regression Clinical Edge/CLNK-23497/button_Close""))",Chrome 73.0.3683.103,,2019-05-02 11:41:58,2019-05-02 11:41:58,"0,009s",NOT_RUN
delay(2),Chrome 73.0.3683.103,,2019-05-02 11:41:58,2019-05-02 11:41:58,"0,010s",NOT_RUN
"waitForElementPresent(findTestObject(""Regression Clinical Edge/ClientPage/HomeLink""), 100)",Chrome 73.0.3683.103,,2019-05-02 11:41:58,2019-05-02 11:41:58,"0,090s",PASSED
"click(findTestObject(""Regression Clinical Edge/ClientPage/HomeLink""))",Chrome 73.0.3683.103,,2019-05-02 11:41:58,2019-05-02 11:41:59,"1,509s",PASSED
delay(2),Chrome 73.0.3683.103,,2019-05-02 11:41:59,2019-05-02 11:42:01,"2,012s",PASSED
waitForPageLoad(50),Chrome 73.0.3683.103,,2019-05-02 11:42:01,2019-05-02 11:42:01,"0,075s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/HomePage/RequestTab""), 50)",Chrome 73.0.3683.103,,2019-05-02 11:42:01,2019-05-02 11:42:02,"0,113s",PASSED
"click(findTestObject(""Regression Clinical Edge/HomePage/RequestTab""))",Chrome 73.0.3683.103,,2019-05-02 11:42:02,2019-05-02 11:42:02,"0,296s",PASSED
delay(2),Chrome 73.0.3683.103,,2019-05-02 11:42:02,2019-05-02 11:42:04,"2,012s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/HomePage/SearchText""), 50)",Chrome 73.0.3683.103,,2019-05-02 11:42:04,2019-05-02 11:42:04,"0,087s",PASSED
"setText(findTestObject(""Regression Clinical Edge/HomePage/SearchText""), G_ClientLastName)",Chrome 73.0.3683.103,,2019-05-02 11:42:04,2019-05-02 11:42:05,"0,745s",PASSED
delay(3),Chrome 73.0.3683.103,,2019-05-02 11:42:05,2019-05-02 11:42:08,"3,010s",PASSED
"scrollToElement(findTestObject(""Regression Clinical Edge/CLINK-23314/a_Khur Heather (535592)""), 60)",Chrome 73.0.3683.103,,2019-05-02 11:42:08,2019-05-02 11:42:08,"0,137s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/CLINK-23314/a_Khur Heather (535592)""), 60)",Chrome 73.0.3683.103,,2019-05-02 11:42:08,2019-05-02 11:42:08,"0,087s",PASSED
"click(findTestObject(""Regression Clinical Edge/CLINK-23314/a_Khur Heather (535592)""))",Chrome 73.0.3683.103,,2019-05-02 11:42:08,2019-05-02 11:42:11,"2,636s",PASSED
delay(5),Chrome 73.0.3683.103,,2019-05-02 11:42:11,2019-05-02 11:42:16,"5,008s",PASSED
waitForPageLoad(50),Chrome 73.0.3683.103,,2019-05-02 11:42:16,2019-05-02 11:42:16,"0,027s",PASSED
delay(3),Chrome 73.0.3683.103,,2019-05-02 11:42:16,2019-05-02 11:42:19,"3,009s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/HomePage/ClientLink""), 100)",Chrome 73.0.3683.103,,2019-05-02 11:42:19,2019-05-02 11:42:19,"0,079s",PASSED
"click(findTestObject(""Regression Clinical Edge/HomePage/ClientLink""))",Chrome 73.0.3683.103,,2019-05-02 11:42:19,2019-05-02 11:42:21,"2,561s",PASSED
delay(2),Chrome 73.0.3683.103,,2019-05-02 11:42:21,2019-05-02 11:42:23,"2,010s",PASSED
waitForPageLoad(50),Chrome 73.0.3683.103,,2019-05-02 11:42:23,2019-05-02 11:42:23,"0,076s",PASSED
"scrollToElement(findTestObject(""Regression Clinical Edge/CLNK-23497/AddAssessments""), 50)",Chrome 73.0.3683.103,,2019-05-02 11:42:23,2019-05-02 11:42:23,"0,083s",PASSED
