Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression FrontEnd,Chrome 73.0.3683.103,,2019-05-03 10:45:26,2019-05-03 10:49:04,"3m - 37,362s",PASSED
,,,,,,
Test Cases/Regression Clinical Edge (All Browsers)/CLNK-23497 - CLINICAL EDGE - Start Of Care,Chrome 73.0.3683.103,"Summary: CLINICAL EDGE - Start Of Care
Description: ",2019-05-03 10:45:27,2019-05-03 10:46:49,"1m - 22,410s",PASSED
"callTestCase(findTestCase(""Regression Clinical Edge (All Browsers)/CLNK-23349 - ContinuLink - Login""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-05-03 10:45:29,2019-05-03 10:46:03,"34,223s",PASSED
waitForPageLoad(60),Chrome 73.0.3683.103,,2019-05-03 10:46:03,2019-05-03 10:46:03,"0,042s",PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-05-03 10:46:03,2019-05-03 10:46:03,"0,069s",PASSED
waitForPageLoad(60),Chrome 73.0.3683.103,,2019-05-03 10:46:03,2019-05-03 10:46:03,"0,069s",PASSED
delay(8),Chrome 73.0.3683.103,,2019-05-03 10:46:03,2019-05-03 10:46:11,"8,009s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/CLNK-23497/button_Close""), 100)",Chrome 73.0.3683.103,,2019-05-03 10:46:11,2019-05-03 10:46:11,"0,013s",NOT_RUN
"click(findTestObject(""Regression Clinical Edge/CLNK-23497/button_Close""))",Chrome 73.0.3683.103,,2019-05-03 10:46:11,2019-05-03 10:46:11,"0,009s",NOT_RUN
delay(2),Chrome 73.0.3683.103,,2019-05-03 10:46:11,2019-05-03 10:46:11,"0,004s",NOT_RUN
"waitForElementPresent(findTestObject(""Regression Clinical Edge/ClientPage/HomeLink""), 100)",Chrome 73.0.3683.103,,2019-05-03 10:46:11,2019-05-03 10:46:11,"0,115s",PASSED
"click(findTestObject(""Regression Clinical Edge/ClientPage/HomeLink""))",Chrome 73.0.3683.103,,2019-05-03 10:46:11,2019-05-03 10:46:13,"1,358s",PASSED
delay(2),Chrome 73.0.3683.103,,2019-05-03 10:46:13,2019-05-03 10:46:15,"2,008s",PASSED
waitForPageLoad(50),Chrome 73.0.3683.103,,2019-05-03 10:46:15,2019-05-03 10:46:15,"0,037s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/HomePage/RequestTab""), 50)",Chrome 73.0.3683.103,,2019-05-03 10:46:15,2019-05-03 10:46:15,"0,100s",PASSED
"click(findTestObject(""Regression Clinical Edge/HomePage/RequestTab""))",Chrome 73.0.3683.103,,2019-05-03 10:46:15,2019-05-03 10:46:15,"0,240s",PASSED
delay(2),Chrome 73.0.3683.103,,2019-05-03 10:46:15,2019-05-03 10:46:17,"2,007s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/HomePage/SearchText""), 50)",Chrome 73.0.3683.103,,2019-05-03 10:46:17,2019-05-03 10:46:17,"0,091s",PASSED
