Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression FrontEnd,Chrome 74.0.3729.169,,2019-05-28 12:46:44,2019-05-28 12:50:51,"4m - 7,234s",PASSED
,,,,,,
Test Cases/Regression Clinical Edge (All Browsers)/CLNK-23497 - CLINICAL EDGE - Start Of Care,Chrome 74.0.3729.169,"Summary: CLINICAL EDGE - Start Of Care
Description: ",2019-05-28 12:46:45,2019-05-28 12:48:20,"1m - 35,677s",PASSED
"callTestCase(findTestCase(""Regression Clinical Edge (All Browsers)/CLNK-23349 - ContinuLink - Login""), [:], STOP_ON_FAILURE)",Chrome 74.0.3729.169,,2019-05-28 12:46:47,2019-05-28 12:47:26,"39,064s",PASSED
waitForPageLoad(60),Chrome 74.0.3729.169,,2019-05-28 12:47:26,2019-05-28 12:47:26,"0,067s",PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-05-28 12:47:26,2019-05-28 12:47:26,"0,179s",PASSED
waitForPageLoad(60),Chrome 74.0.3729.169,,2019-05-28 12:47:26,2019-05-28 12:47:26,"0,054s",PASSED
delay(8),Chrome 74.0.3729.169,,2019-05-28 12:47:26,2019-05-28 12:47:34,"8,015s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/CLNK-23497/button_Close""), 100)",Chrome 74.0.3729.169,,2019-05-28 12:47:34,2019-05-28 12:47:34,"0,009s",NOT_RUN
"click(findTestObject(""Regression Clinical Edge/CLNK-23497/button_Close""))",Chrome 74.0.3729.169,,2019-05-28 12:47:34,2019-05-28 12:47:34,"0,004s",NOT_RUN
delay(2),Chrome 74.0.3729.169,,2019-05-28 12:47:34,2019-05-28 12:47:34,"0,004s",NOT_RUN
"waitForElementPresent(findTestObject(""Regression Clinical Edge/ClientPage/HomeLink""), 100)",Chrome 74.0.3729.169,,2019-05-28 12:47:34,2019-05-28 12:47:35,"0,197s",PASSED
"click(findTestObject(""Regression Clinical Edge/ClientPage/HomeLink""))",Chrome 74.0.3729.169,,2019-05-28 12:47:35,2019-05-28 12:47:37,"2,628s",PASSED
delay(2),Chrome 74.0.3729.169,,2019-05-28 12:47:37,2019-05-28 12:47:39,"2,008s",PASSED
waitForPageLoad(50),Chrome 74.0.3729.169,,2019-05-28 12:47:39,2019-05-28 12:47:40,"1,110s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/HomePage/RequestTab""), 50)",Chrome 74.0.3729.169,,2019-05-28 12:47:40,2019-05-28 12:47:41,"0,225s",PASSED
"click(findTestObject(""Regression Clinical Edge/HomePage/RequestTab""))",Chrome 74.0.3729.169,,2019-05-28 12:47:41,2019-05-28 12:47:41,"0,406s",PASSED
delay(2),Chrome 74.0.3729.169,,2019-05-28 12:47:41,2019-05-28 12:47:43,"2,008s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/HomePage/SearchText""), 50)",Chrome 74.0.3729.169,,2019-05-28 12:47:43,2019-05-28 12:47:43,"0,194s",PASSED
"setText(findTestObject(""Regression Clinical Edge/HomePage/SearchText""), G_ClientLastName)",Chrome 74.0.3729.169,,2019-05-28 12:47:43,2019-05-28 12:47:44,"1,183s",PASSED
delay(3),Chrome 74.0.3729.169,,2019-05-28 12:47:44,2019-05-28 12:47:47,"3,012s",PASSED
"scrollToElement(findTestObject(""Regression Clinical Edge/CLINK-23314/a_Khur Heather (535592)""), 60)",Chrome 74.0.3729.169,,2019-05-28 12:47:47,2019-05-28 12:47:48,"0,398s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/CLINK-23314/a_Khur Heather (535592)""), 60)",Chrome 74.0.3729.169,,2019-05-28 12:47:48,2019-05-28 12:47:48,"0,129s",PASSED
"click(findTestObject(""Regression Clinical Edge/CLINK-23314/a_Khur Heather (535592)""))",Chrome 74.0.3729.169,,2019-05-28 12:47:48,2019-05-28 12:47:52,"3,877s",PASSED
delay(5),Chrome 74.0.3729.169,,2019-05-28 12:47:52,2019-05-28 12:47:57,"5,009s",PASSED
waitForPageLoad(50),Chrome 74.0.3729.169,,2019-05-28 12:47:57,2019-05-28 12:47:57,"0,035s",PASSED
delay(3),Chrome 74.0.3729.169,,2019-05-28 12:47:57,2019-05-28 12:48:00,"3,008s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/HomePage/ClientLink""), 100)",Chrome 74.0.3729.169,,2019-05-28 12:48:00,2019-05-28 12:48:00,"0,101s",PASSED
"click(findTestObject(""Regression Clinical Edge/HomePage/ClientLink""))",Chrome 74.0.3729.169,,2019-05-28 12:48:00,2019-05-28 12:48:03,"3,567s",PASSED
delay(2),Chrome 74.0.3729.169,,2019-05-28 12:48:03,2019-05-28 12:48:05,"2,008s",PASSED
waitForPageLoad(50),Chrome 74.0.3729.169,,2019-05-28 12:48:05,2019-05-28 12:48:06,"0,094s",PASSED
"scrollToElement(findTestObject(""Regression Clinical Edge/CLNK-23497/AddAssessments""), 50)",Chrome 74.0.3729.169,,2019-05-28 12:48:06,2019-05-28 12:48:06,"0,139s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/CLNK-23497/AddAssessments""), 50)",Chrome 74.0.3729.169,,2019-05-28 12:48:06,2019-05-28 12:48:06,"0,069s",PASSED
"click(findTestObject(""Regression Clinical Edge/CLNK-23497/AddAssessments""))",Chrome 74.0.3729.169,,2019-05-28 12:48:06,2019-05-28 12:48:06,"0,566s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/CLNK-23497/AssessmentList""), 50)",Chrome 74.0.3729.169,,2019-05-28 12:48:06,2019-05-28 12:48:07,"0,248s",PASSED
"click(findTestObject(""Regression Clinical Edge/CLNK-23497/AssessmentList""))",Chrome 74.0.3729.169,,2019-05-28 12:48:07,2019-05-28 12:48:07,"0,872s",PASSED
"selectOptionByLabel(findTestObject(""Regression Clinical Edge/CLNK-23497/AssessmentList""), ""Start of care - further visits planned (C2)"", false)",Chrome 74.0.3729.169,,2019-05-28 12:48:07,2019-05-28 12:48:08,"0,895s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/CLNK-23497/DateAssessment""), 50)",Chrome 74.0.3729.169,,2019-05-28 12:48:08,2019-05-28 12:48:09,"0,206s",PASSED
"setText(findTestObject(""Regression Clinical Edge/CLNK-23497/DateAssessment""), getDate.DateUtilities.getDateMonthDayYearNumberwithSlash())",Chrome 74.0.3729.169,,2019-05-28 12:48:09,2019-05-28 12:48:10,"1,774s",PASSED
delay(2),Chrome 74.0.3729.169,,2019-05-28 12:48:10,2019-05-28 12:48:12,"2,007s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/CLNK-23497/SaveAssessment""), 50)",Chrome 74.0.3729.169,,2019-05-28 12:48:12,2019-05-28 12:48:13,"0,161s",PASSED
"click(findTestObject(""Regression Clinical Edge/CLNK-23497/SaveAssessment""))",Chrome 74.0.3729.169,,2019-05-28 12:48:13,2019-05-28 12:48:14,"0,985s",PASSED
delay(3),Chrome 74.0.3729.169,,2019-05-28 12:48:14,2019-05-28 12:48:17,"3,006s",PASSED
closeBrowser(),Chrome 74.0.3729.169,,2019-05-28 12:48:17,2019-05-28 12:48:18,"1,493s",PASSED
,,,,,,
Test Cases/Regression Clinical Edge (All Browsers)/CLNK-23504 - Clinical Edge - POC - Pick Assessment,Chrome 74.0.3729.169,"Summary: Clinical Edge - POC - Pick Assessment
Description: ",2019-05-28 12:48:20,2019-05-28 12:49:32,"1m - 11,824s",PASSED
"callTestCase(findTestCase(""Regression Clinical Edge (All Browsers)/CLNK-23349 - ContinuLink - Login""), [:], STOP_ON_FAILURE)",Chrome 74.0.3729.169,,2019-05-28 12:48:21,2019-05-28 12:48:44,"23,242s",PASSED
waitForPageLoad(60),Chrome 74.0.3729.169,,2019-05-28 12:48:44,2019-05-28 12:48:44,"0,072s",PASSED
maximizeWindow(),Chrome 74.0.3729.169,,2019-05-28 12:48:44,2019-05-28 12:48:44,"0,018s",PASSED
waitForPageLoad(60),Chrome 74.0.3729.169,,2019-05-28 12:48:44,2019-05-28 12:48:44,"0,026s",PASSED
delay(8),Chrome 74.0.3729.169,,2019-05-28 12:48:44,2019-05-28 12:48:52,"8,007s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/CLNK-23497/button_Close""), 100)",Chrome 74.0.3729.169,,2019-05-28 12:48:52,2019-05-28 12:48:52,"0,004s",NOT_RUN
"click(findTestObject(""Regression Clinical Edge/CLNK-23497/button_Close""))",Chrome 74.0.3729.169,,2019-05-28 12:48:52,2019-05-28 12:48:53,"0,023s",NOT_RUN
delay(2),Chrome 74.0.3729.169,,2019-05-28 12:48:53,2019-05-28 12:48:53,"0,004s",NOT_RUN
"waitForElementPresent(findTestObject(""Regression Clinical Edge/ClientPage/HomeLink""), 100)",Chrome 74.0.3729.169,,2019-05-28 12:48:53,2019-05-28 12:48:53,"0,099s",PASSED
"click(findTestObject(""Regression Clinical Edge/ClientPage/HomeLink""))",Chrome 74.0.3729.169,,2019-05-28 12:48:53,2019-05-28 12:48:54,"1,781s",PASSED
