Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression Caregiver,Chrome 75.0.3770.142,,2019-08-01 15:56:43,2019-08-01 15:57:38,"54,921s",PASSED
,,,,,,
Test Cases/Regression BackOffice (All Browsers)/CLNK-17788 - (Task A) New Clinical Manager Caregiver Property,Chrome 75.0.3770.142,"Summary: 7 (Task A) New Clinical Manager Caregiver Property & 8  (Task B) Update Care Manager Control in Admission Details >>Phase 1<<
Description: {color:#205081}_*Requirement Coverage*_{color}Â Â 

h3. {color:#205081}7Â  Â (Task A) New Clinical Manager Caregiver Property{color}



*ContinuLink > Caregiver / HR Block > Caregiver Demo. > Other Information*



Under the Caregiver / HR Block Tab in the Caregiver Demographics page we should add a new Radio Button â€œIs Clinical Manger?â€� This will identify a user as a clinical manger.



The radio button must be defaulted to â€œNoâ€� on release.

h3. {color:#205081}8Â  Â  Â (Task B) Update Care Manager Control in Admission Details{color}



*ContinuLink > Client / Intake Block > Admission Details > Care Manager Panel*



We should modify the Care Manager panel to allow for both care manager and Clinical manager entries. We should do this by demoting the content of the panel to a tab labeled â€œCare Managerâ€�, this tab should be the default position of the control. We should also create a new tab labeled â€œClinical Managerâ€�.",2019-08-01 15:56:43,2019-08-01 15:57:38,"54,518s",PASSED
"callTestCase(findTestCase(""Regression BackOffice (All Browsers)/CLNK-23439 - Clink - Back office Client""), [:], STOP_ON_FAILURE)",Chrome 75.0.3770.142,,2019-08-01 15:56:44,2019-08-01 15:57:07,"23,328s",PASSED
waitForPageLoad(60),Chrome 75.0.3770.142,,2019-08-01 15:57:07,2019-08-01 15:57:07,"0,018s",PASSED
delay(3),Chrome 75.0.3770.142,,2019-08-01 15:57:07,2019-08-01 15:57:10,"3,001s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameLeft""), 30)",Chrome 75.0.3770.142,,2019-08-01 15:57:10,2019-08-01 15:57:10,"0,041s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-17788/CaregiverHRLink""), 100)",Chrome 75.0.3770.142,,2019-08-01 15:57:10,2019-08-01 15:57:10,"0,034s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-17788/CaregiverHRLink""))",Chrome 75.0.3770.142,,2019-08-01 15:57:10,2019-08-01 15:57:10,"0,122s",PASSED
delay(2),Chrome 75.0.3770.142,,2019-08-01 15:57:10,2019-08-01 15:57:12,"2,005s",PASSED
waitForPageLoad(50),Chrome 75.0.3770.142,,2019-08-01 15:57:12,2019-08-01 15:57:12,"0,022s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLINK-17788/CaregiverDemographics""), 50)",Chrome 75.0.3770.142,,2019-08-01 15:57:12,2019-08-01 15:57:12,"0,045s",PASSED
"click(findTestObject(""Regression BackOffice/CLINK-17788/CaregiverDemographics""))",Chrome 75.0.3770.142,,2019-08-01 15:57:12,2019-08-01 15:57:13,"0,874s",PASSED
delay(2),Chrome 75.0.3770.142,,2019-08-01 15:57:13,2019-08-01 15:57:15,"2,004s",PASSED
switchToDefaultContent(),Chrome 75.0.3770.142,,2019-08-01 15:57:15,2019-08-01 15:57:15,"0,032s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameMain""), 30)",Chrome 75.0.3770.142,,2019-08-01 15:57:15,2019-08-01 15:57:15,"0,050s",PASSED
