Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression FrontEnd,Chrome 73.0.3683.103,,2019-04-24 11:02:15,2019-04-24 11:05:22,"3m - 7,132s",FAILED
,,,,,,
Test Cases/Regression Clinical Edge (All Browsers)/CLNK-23497 - CLINICAL EDGE - Start Of Care,Chrome 73.0.3683.103,"Summary: CLINICAL EDGE - Start Of Care
Description: ",2019-04-24 11:02:15,2019-04-24 11:03:23,"1m - 7,685s",PASSED
"callTestCase(findTestCase(""Regression Clinical Edge (All Browsers)/CLNK-23349 - ContinuLink - Login""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-24 11:02:17,2019-04-24 11:02:40,"22,764s",PASSED
waitForPageLoad(60),Chrome 73.0.3683.103,,2019-04-24 11:02:40,2019-04-24 11:02:40,"0,057s",PASSED
maximizeWindow(),Chrome 73.0.3683.103,,2019-04-24 11:02:40,2019-04-24 11:02:40,"0,039s",PASSED
waitForPageLoad(60),Chrome 73.0.3683.103,,2019-04-24 11:02:40,2019-04-24 11:02:40,"0,049s",PASSED
delay(8),Chrome 73.0.3683.103,,2019-04-24 11:02:40,2019-04-24 11:02:48,"8,010s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/CLNK-23497/button_Close""), 100)",Chrome 73.0.3683.103,,2019-04-24 11:02:48,2019-04-24 11:02:48,"0,022s",NOT_RUN
"click(findTestObject(""Regression Clinical Edge/CLNK-23497/button_Close""))",Chrome 73.0.3683.103,,2019-04-24 11:02:48,2019-04-24 11:02:48,"0,004s",NOT_RUN
delay(2),Chrome 73.0.3683.103,,2019-04-24 11:02:48,2019-04-24 11:02:48,"0,006s",NOT_RUN
"waitForElementPresent(findTestObject(""Regression Clinical Edge/ClientPage/HomeLink""), 100)",Chrome 73.0.3683.103,,2019-04-24 11:02:48,2019-04-24 11:02:48,"0,081s",PASSED
"click(findTestObject(""Regression Clinical Edge/ClientPage/HomeLink""))",Chrome 73.0.3683.103,,2019-04-24 11:02:48,2019-04-24 11:02:49,"1,293s",PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-24 11:02:49,2019-04-24 11:02:51,"2,013s",PASSED
waitForPageLoad(50),Chrome 73.0.3683.103,,2019-04-24 11:02:51,2019-04-24 11:02:51,"0,062s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/HomePage/RequestTab""), 50)",Chrome 73.0.3683.103,,2019-04-24 11:02:51,2019-04-24 11:02:52,"0,083s",PASSED
"click(findTestObject(""Regression Clinical Edge/HomePage/RequestTab""))",Chrome 73.0.3683.103,,2019-04-24 11:02:52,2019-04-24 11:02:52,"0,287s",PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-24 11:02:52,2019-04-24 11:02:54,"2,009s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/HomePage/SearchText""), 50)",Chrome 73.0.3683.103,,2019-04-24 11:02:54,2019-04-24 11:02:54,"0,085s",PASSED
"setText(findTestObject(""Regression Clinical Edge/HomePage/SearchText""), G_ClientLastName)",Chrome 73.0.3683.103,,2019-04-24 11:02:54,2019-04-24 11:02:55,"0,607s",PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-24 11:02:55,2019-04-24 11:02:58,"3,008s",PASSED
"scrollToElement(findTestObject(""Regression Clinical Edge/CLINK-23314/a_Khur Heather (535592)""), 60)",Chrome 73.0.3683.103,,2019-04-24 11:02:58,2019-04-24 11:02:58,"0,144s",PASSED
"waitForElementPresent(findTestObject(""Regression Clinical Edge/CLINK-23314/a_Khur Heather (535592)""), 60)",Chrome 73.0.3683.103,,2019-04-24 11:02:58,2019-04-24 11:02:58,"0,070s",PASSED
"click(findTestObject(""Regression Clinical Edge/CLINK-23314/a_Khur Heather (535592)""))",Chrome 73.0.3683.103,,2019-04-24 11:02:58,2019-04-24 11:03:00,"2,425s",PASSED
delay(5),Chrome 73.0.3683.103,,2019-04-24 11:03:00,2019-04-24 11:03:05,"5,008s",PASSED
