Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
POC,Chrome 73.0.3683.103,,2019-04-24 10:10:49,2019-04-24 10:20:48,"9m - 58,120s",PASSED
,,,,,,
Test Cases/Regression BackOffice (All Browsers)/CLNK-23449 - Quick Intake Wizard,Chrome 73.0.3683.103,"Summary: Back office  Quick Intake Wizard (Automation MK)
Description: ",2019-04-24 10:10:50,2019-04-24 10:14:45,"3m - 55,345s",PASSED
"callTestCase(findTestCase(""Regression BackOffice (All Browsers)/CLNK-23439 - Clink - Back office Client""), [:], STOP_ON_FAILURE)",Chrome 73.0.3683.103,,2019-04-24 10:10:53,2019-04-24 10:11:36,"43,421s",PASSED
waitForPageLoad(60),Chrome 73.0.3683.103,,2019-04-24 10:11:36,2019-04-24 10:11:36,"0,080s",PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-24 10:11:36,2019-04-24 10:11:39,"3,008s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameLeft""), 30)",Chrome 73.0.3683.103,,2019-04-24 10:11:39,2019-04-24 10:11:39,"0,099s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-23449/ClienIntakeICon""), 100)",Chrome 73.0.3683.103,,2019-04-24 10:11:39,2019-04-24 10:11:39,"0,057s",PASSED
"click(findTestObject(""Regression BackOffice/CLNK-23449/ClienIntakeICon""))",Chrome 73.0.3683.103,,2019-04-24 10:11:39,2019-04-24 10:11:40,"0,918s",PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-24 10:11:40,2019-04-24 10:11:42,"2,009s",PASSED
waitForPageLoad(50),Chrome 73.0.3683.103,,2019-04-24 10:11:42,2019-04-24 10:11:42,"0,049s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-23449/Quick Intake Wizard Link""), 50)",Chrome 73.0.3683.103,,2019-04-24 10:11:42,2019-04-24 10:11:43,"0,293s",PASSED
"click(findTestObject(""Regression BackOffice/CLNK-23449/Quick Intake Wizard Link""))",Chrome 73.0.3683.103,,2019-04-24 10:11:43,2019-04-24 10:11:52,"8,967s",PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-24 10:11:52,2019-04-24 10:11:54,"2,009s",PASSED
switchToDefaultContent(),Chrome 73.0.3683.103,,2019-04-24 10:11:54,2019-04-24 10:11:54,"0,109s",PASSED
"switchToFrame(findTestObject(""Regression BackOffice/CLNK-23449/FrameMain""), 30)",Chrome 73.0.3683.103,,2019-04-24 10:11:54,2019-04-24 10:11:54,"0,202s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-23449/New Referral Button""), 50)",Chrome 73.0.3683.103,,2019-04-24 10:11:54,2019-04-24 10:11:54,"0,100s",PASSED
"click(findTestObject(""Regression BackOffice/CLNK-23449/New Referral Button""))",Chrome 73.0.3683.103,,2019-04-24 10:11:54,2019-04-24 10:11:55,"0,655s",PASSED
waitForPageLoad(50),Chrome 73.0.3683.103,,2019-04-24 10:11:55,2019-04-24 10:11:55,"0,049s",PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-24 10:11:55,2019-04-24 10:11:57,"2,010s",PASSED
"waitForElementPresent(findTestObject(""Regression BackOffice/CLNK-23449/ReferralType""), 50)",Chrome 73.0.3683.103,,2019-04-24 10:11:57,2019-04-24 10:11:57,"0,095s",PASSED
"focus(findTestObject(""Regression BackOffice/CLNK-23449/ReferralType""))",Chrome 73.0.3683.103,,2019-04-24 10:11:57,2019-04-24 10:11:57,"0,363s",PASSED
"click(findTestObject(""Regression BackOffice/CLNK-23449/ReferralType""))",Chrome 73.0.3683.103,,2019-04-24 10:11:57,2019-04-24 10:11:58,"0,350s",PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-24 10:11:58,2019-04-24 10:12:00,"2,009s",PASSED
"sendKeys(findTestObject(""Regression BackOffice/CLNK-23449/ReferralType""), Keys.chord(ARROW_DOWN, ENTER))",Chrome 73.0.3683.103,,2019-04-24 10:12:00,2019-04-24 10:12:00,"0,205s",PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-24 10:12:00,2019-04-24 10:12:03,"3,007s",PASSED
